point_id,review,rating,date
1,Уютный интерьер с интересной мебелью. Меню разнообразно и богато на выбор. Всё очень вкусно (будьте осторожно-реально можно обьестся😊) так как хочется попробовать все. Особенно хочу отметить оооочень приятный персонал. Спасибо👍👍👍,5.0,2023-07-06T16:14:29.321Z
1,"Моё любимое место, здесь не только получаю удовольствие от еды, но и отдыхаю душевно.
Если я хочу побыть в дружеской атмосфере, в заботе, приветливо ти, когда мне нужны силы и отдых - иду сюда.
Всегда приветливый персонал, приятные знаки внимания ввиде воды в жару, у лужливость.
Меню периодически обновляется, но есть уже полюбившиеся блюда.
Рекомендую. Но пожалуйста, не часто ходите, а то потом все столики забронированы будут 😅",5.0,2023-03-20T18:50:02.524Z
1,"Блюда очень вкусные, меню разнообразно и богато, интерьер очень красивый и хорошие мебели, дружелюбный коллектив, приятная атмосфера, есть детская площадка чтоб повесилились дети.",5.0,2023-10-14T10:29:45.432Z
1,"Отличное приятное место, обслуживание было лучшее. Особенно понравились менеджер Алина за приятное обслуживание и вежливость. Также кассира Викторию за хорошее закрытие счета. Официанты были вежливыми и дружелюбными. Советуем это место для проведения хорошего время. Обязательно приду еще раз!😊❤️",5.0,2023-07-05T14:45:40.326Z
1,"Неплохое местечко, есть детская площадка (платная, 10 т за реб.). С роллами надо быть поаккуратнее - есть экзотические вкусы (мандариновый джем). Роллы не бюджетные, закуски вкусные и не дорогие.
В целом стоит посетить.",4.0,2023-06-11T17:21:57.853Z
1,"Очень классное место! Дружелюбный персонал, приятная атмосфера, детская площадка а самое главное очень очень вкусная еда. И внимание: дают планшет где ты смотришь как твой ребенок играет на детской площадке и ты спокойно общаешься с друзьями и ты спокойно можешь почувствовать вкус еды ))))))! На площадке есть очень дружелюбная няня которая реально вовлечена в процесс и хорошо следит за детьми!
Это однозначно то место куда хочется возвращаться снова и снова!",5.0,2023-04-07T17:29:27.209Z
1,"Отличное место. Европейская кухня высокого качества. Тихая уютная обстановка, приветливый персонал. Великолепное соотношение цена/качество. Строго рекомендуется к посещению!",5.0,2023-05-02T17:24:05.347Z
1,"Ужинал сегодня. Сервис - очень хорошо: вежливо, ребята знают меню и очень помогают в выборе. Медальоны из телятины прямо отличные. Салат хороший, но уксуса чуть больше чем хотелось бы. В общем, я очень рекомендую",5.0,2023-09-21T16:25:50.393Z
1,"Место понравилось, приятный интерьер, спокойная атмосфера, вежливый и приветливый персонал. Меню не очень обширное, больше европейских блюд. Еда вкусная, всё очень быстро принесли. От посещения осталось очень приятное впечатление, обязательно будем приходить сюда ещё.",5.0,2023-03-21T06:06:00.294Z
1,"Добрый вечер. 

Атмосфера уютная. 
Ребята молодцы, все оперативно приносили. 
Еда вкусная. 
Моим все понравилось, все довольны, особенно дети. 
Руслан большой молодец. 
Давно лично знаком и с первого дня все, что он делает на высшем уровне. 

Желаю успехов и процветания. 
Будем чаще ходить к Вам.",5.0,2023-03-20T15:30:57.766Z
